LUO_ZUP,C,100;IME_LOV,C,100;ID_LOV,N,4,0;SO_V_VZORC,N,4,2;ST_VZORCEV,N,5,2;POSILJAJO,N,4,2;VL,C,1
Istarska;Kršan;1435;0;0;0;
Istarska;Pićan;1436;0;0;0;
Istarska;Tinjan;1437;0;0;0;
Istarska;Motovun;1438;0;0;0;
Istarska;Pazin;1439;0;0;0;
Istarska;Poreč;1440;0;0;0;
Istarska;Blatnica;1441;0;0;0;
Istarska;Dubrava;1442;0;0;0;
Istarska;Kontija;1443;0;0;0;
Istarska;Lovreč;1444;0;0;0;
Istarska;Pula I;1445;0;0;0;
Istarska;Pula II;1446;0;0;0;
Istarska;Ližnjan;1447;0;0;0;
Istarska;Marčana;1448;0;0;0;
Istarska;Krnica;1449;0;0;0;
Istarska;Barban;1450;0;0;0;
Istarska;Vodnjan;1451;0;0;0;
Istarska;Svetvinčenat;1452;0;0;0;
Istarska;Rovinj;1453;0;0;0;
Istarska;Bale;1454;0;0;0;
Istarska;Kanfanar;1455;0;0;0;
Istarska;Žminj;1456;0;0;0;
Istarska;Gračišće;1457;0;0;0;
Istarska;Cerovlje;1458;0;0;0;
Istarska;Lupoglav;1459;0;0;0;
Međimurska;Kotoriba;1460;0;0;0;
Međimurska;D. Vidovec;1461;0;0;0;
Međimurska;Draškovec;1462;0;0;0;
Međimurska;Goričan;1463;0;0;0;
Međimurska;Hodošan;1464;0;0;0;
Međimurska;Prelog;1465;0;0;0;
Međimurska;Domašinec;1466;0;0;0;
Međimurska;Dekanovec-Podturen;1467;0;0;0;
Međimurska;M. Subotica;1468;0;0;0;
Međimurska;Čakovec I;1469;0;0;0;
Međimurska;Nedelišće;1470;0;0;0;
Međimurska;Macinec;1471;0;0;0;
Međimurska;G. Mihaljevec;1472;0;0;0;
Međimurska;Štrigova;1473;0;0;0;
Međimurska;Sv. Martin;1474;0;0;0;
Međimurska;M. Središće;1475;0;0;0;
Međimurska;Vratišinec;1476;0;0;0;
Međimurska;Čakovec II;1477;0;0;0;
Međimurska;Selnica;1478;0;0;0;
Međimurska;Čakovec III;1479;0;0;0;
